id,primary_category,secondary_category,question,answer,urls
e9107b2ef7f34ecc984e9b466db34d0e,人文与社会科学,法学,1983年颁布的天主教法典对哪一年的法典进行了修订？,1917,"['https://zh.wikipedia.org/wiki/%E6%95%99%E4%BC%9A%E6%B3%95_(%E5%A4%A9%E4%B8%BB%E6%95%99%E4%BC%9A)', 'http://www.vaticannews.cn/zh/vatican-city/news/2021-12/updated-norms-reserved-crimes-doctrine-faith.html', 'http://www.pacilution.com/ShowArticle.asp?ArticleID=4032', 'http://www.vaticannews.cn/zh/vatican-city/news/2021-12/updated-norms-reserved-crimes-doctrine-faith.html']"
d7b384f83f6844eb93cd22ad8556c0b9,人文与社会科学,社会学,借由教而学（LdL）教学法的创始人为哪位教授？,Jean-Pol Martin,"['https://zh.wikipedia.org/wiki/%E8%97%89%E7%94%B1%E6%95%99%E8%80%8C%E5%AD%B8', 'https://wenku.baidu.com/view/b15ea10b24d3240c844769eae009581b6bd9bdcb.html', 'https://zhidao.baidu.com/question/2146030069161156348.html', 'https://wenku.baidu.com/view/b15ea10b24d3240c844769eae009581b6bd9bdcb.html', 'https://zhidao.baidu.com/question/2146030069161156348.html', '\\nhttps://baike.baidu.com/item/%E6%95%99%E4%B8%AD%E5%AD%A6/5535434']"
1f13c1c957844c92b89366f681cc7d3c,人文与社会科学,法学,促进转型正义委员会是哪一年解散的？,2022,"['https://zh.wikipedia.org/wiki/%E4%BF%83%E9%80%B2%E8%BD%89%E5%9E%8B%E6%AD%A3%E7%BE%A9%E5%A7%94%E5%93%A1%E6%9C%83', '\\nhttps://baike.baidu.com/item/%E4%BF%83%E8%BF%9B%E8%BD%AC%E5%9E%8B%E6%AD%A3%E4%B9%89%E5%A7%94%E5%91%98%E4%BC%9A/62010565?fr\\u003dge_ala']"
15791eb811b043d289da4e1a0d3cb629,人文与社会科学,社会学,在政治经济学中，什么是指社会权利的强度和公民对市场依赖的免疫程度？,去商品化,"['https://zh.wikipedia.org/wiki/%E5%8E%BB%E5%95%86%E5%93%81%E5%8C%96', '\\nhttps://baike.baidu.com/item/%E5%8E%BB%E5%95%86%E5%93%81%E5%8C%96?fromModule\\u003dlemma_search-box']"
c4ddbe5da06148acba18922364848427,人文与社会科学,社会学,法兰克福学派的创始人之一，出生于1895年2月14日的斯图加特的德国哲学家是谁？,Max Horkheimer,"['https://zh.wikipedia.org/wiki/%E9%BA%A5%E5%85%8B%E6%96%AF%C2%B7%E9%9C%8D%E5%85%8B%E6%B5%B7%E9%BB%98', 'https://zhuanlan.zhihu.com/p/569659606', 'https://zhuanlan.zhihu.com/p/49560139', 'https://book.douban.com/subject/1810944/', 'https://zhuanlan.zhihu.com/p/569659606', 'https://zhuanlan.zhihu.com/p/49560139', 'https://book.douban.com/subject/1810944/', 'https://baike.baidu.com/item/%E9%9C%8D%E5%85%8B%E6%B5%B7%E9%BB%98/8760935?fr\\u003dge_ala', '\\nhttps://zh.wikipedia.org/wiki/%E9%BA%A5%E5%85%8B%E6%96%AF%C2%B7%E9%9C%8D%E5%85%8B%E6%B5%B7%E9%BB%98']"
3704a5d24ded4920b47ce21cd6a33fca,人文与社会科学,社会学,柏杨的著作《丑陋的中国人》最初由哪家出版社发行？,林白出版社,"['https://zh.wikipedia.org/wiki/%E9%86%9C%E9%99%8B%E7%9A%84%E4%B8%AD%E5%9C%8B%E4%BA%BA', 'https://baike.baidu.com/item/%E4%B8%91%E9%99%8B%E7%9A%84%E4%B8%AD%E5%9B%BD%E4%BA%BA/592799', '\\nhttps://zh.wikipedia.org/wiki/%E9%86%9C%E9%99%8B%E7%9A%84%E4%B8%AD%E5%9C%8B%E4%BA%BA']"
4badb945c9c64dc1ae5ca5443c8ae870,人文与社会科学,社会学,由法国经济学家弗朗索瓦·魁奈在1758年编制的经济学上的首张图表是什么名称？,经济表,"['https://zh.wikipedia.org/wiki/%E7%B6%93%E6%BF%9F%E8%A1%A8', 'https://wenku.baidu.com/view/e0c434c849fe04a1b0717fd5360cba1aa8118cfc.html', 'https://wiki.mbalib.com/wiki/%E3%80%8A%E7%BB%8F%E6%B5%8E%E8%A1%A8%E3%80%8B', 'https://wenku.baidu.com/view/e0c434c849fe04a1b0717fd5360cba1aa8118cfc.html', 'https://wiki.mbalib.com/wiki/%E3%80%8A%E7%BB%8F%E6%B5%8E%E8%A1%A8%E3%80%8B', 'https://baike.baidu.com/item/%E5%BC%97%E6%9C%97%E6%96%AF%E7%93%A6%C2%B7%E9%AD%81%E5%A5%88?fromtitle\\u003d%E5%BC%97%E6%9C%97%E7%B4%A2%E7%93%A6%C2%B7%E9%AD%81%E5%A5%88\\u0026fromid\\u003d833376\\u0026fromModule\\u003dlemma_search-box', '\\nhttps://zh.wikipedia.org/wiki/%E5%BC%97%E6%9C%97%E7%B4%A2%E7%93%A6%C2%B7%E9%AD%81%E5%A5%88']"
98d7c08882fd442ea534e18feea9d81e,人文与社会科学,社会学,绍兴和常熟的堕民籍被削除是在哪一年？,1723,"['https://zh.wikipedia.org/wiki/%E5%A0%95%E6%B0%91', 'https://qingdaonews.com/content/2005-04/28/content_4631245_2.htm', 'https://baijiahao.baidu.com/s?id=1791183368627550375', 'https://qingdaonews.com/content/2005-04/28/content_4631245_2.htm', 'https://baijiahao.baidu.com/s?id=1791183368627550375']"
a6b735637bfe47e49724d339dbad1b79,人文与社会科学,法学,台湾立法院在哪一年通过了“物理治疗师法”？,1995,"['https://zh.wikipedia.org/wiki/%E7%89%A9%E7%90%86%E6%B2%BB%E7%99%82%E5%B8%AB', 'https://max.book118.com/html/2019/0421/6045202004002024.shtm', 'https://www.163.com/dy/article/HSINHB9J0514C519.html']"
abc7f1b0bcca4bcea7266c53cc661bc2,人文与社会科学,社会学,2019年第二届巴黎和平论坛中，参会的布基纳法索国防部长是谁？,Moumina Cheriff Sy,"['https://zh.wikipedia.org/wiki/%E5%B7%B4%E9%BB%8E%E5%92%8C%E5%B9%B3%E8%AE%BA%E5%9D%9B', 'https://www.scwsb.gov.cn/swzs/gggk/fz/202109/t20210928_16802.html', 'http://t.scjlcjh.tjsjnet.com/go-a1182.htm', 'https://news.sina.com.cn/o/2019-11-13/doc-iihnzhfy8983240.shtml', 'http://t.scjlcjh.tjsjnet.com/go-a1182.htm', 'https://news.sina.com.cn/o/2019-11-13/doc-iihnzhfy8983240.shtml', 'https://www.scwsb.gov.cn/swzs/gggk/fz/202109/t20210928_16802.html']"
d784c305cec041dc89c67c7e1f9f52a5,人文与社会科学,社会学,法兰克福学派的理论是在哪一年诞生的？,1923,"['https://zh.wikipedia.org/wiki/%E6%B3%95%E8%98%AD%E5%85%8B%E7%A6%8F%E5%AD%B8%E6%B4%BE', 'https://baike.baidu.com/item/%E6%B3%95%E5%85%B0%E5%85%8B%E7%A6%8F%E5%AD%A6%E6%B4%BE/828637', 'https://baike.baidu.com/item/%E6%B3%95%E5%85%B0%E5%85%8B%E7%A6%8F%E5%AD%A6%E6%B4%BE/828637', 'https://www.sohu.com/a/397422745_300994', 'https://baike.baidu.com/item/%E6%B3%95%E5%85%B0%E5%85%8B%E7%A6%8F%E5%AD%A6%E6%B4%BE/828637', 'https://baike.baidu.com/item/%E6%B3%95%E5%85%B0%E5%85%8B%E7%A6%8F%E5%AD%A6%E6%B4%BE/828637', 'https://www.sohu.com/a/397422745_300994', '\\nhttps://baike.baidu.com/item/%E6%B3%95%E5%85%B0%E5%85%8B%E7%A6%8F%E5%AD%A6%E6%B4%BE?fromModule\\u003dlemma_search-box']"
5a6ed068039745adbc18b263c43c054d,人文与社会科学,社会学,地平说学会是哪一年正式成立的？,1956,"['https://zh.wikipedia.org/wiki/%E5%9C%B0%E5%B9%B3%E8%AA%AA%E5%AD%B8%E6%9C%83', 'https://m.baike.com/wikiid/7379514758191775756', 'https://cloud.kepuchina.cn/newSearch/imgText?from=1&id=6888692608257789952&is_self=2', 'https://cloud.kepuchina.cn/newSearch/imgText?from=1&id=6888692608257789952&is_self=2', 'https://m.baike.com/wikiid/7379514758191775756', 'https://cloud.kepuchina.cn/newSearch/imgText?from=1&id=6888692608257789952&is_self=2', 'https://zh.wikipedia.org/zh-hans/%E5%9C%B0%E5%B9%B3%E8%AA%AA%E5%AD%B8%E6%9C%83']"
c0112eba1e174eac9cd8ca74fcee2a1c,人文与社会科学,管理学,中国的‘全国安全生产月’是从哪一年开始将时间改为每年6月？,2002,"['https://zh.wikipedia.org/wiki/%E5%AE%89%E5%85%A8%E7%94%9F%E4%BA%A7', 'https://anquanyue.org.cn/previous/54-1/', 'https://bwc.smxpt.edu.cn/content.jsp?urltype=news.NewsContentUrl&wbtreeid=1043&wbnewsid=1227&archive=0', 'https://gdb.beijing.gov.cn/rf_ywdt/rf_bjyw/202406/t20240601_3701513.html']"
62e2d3c1a555487690998cc534022e1e,人文与社会科学,社会学,琉球群岛在1972年5月15日根据哪一协议归还给日本？,冲绳归还协定,"['https://zh.wikipedia.org/wiki/%E7%90%89%E7%90%83%E7%8B%AC%E7%AB%8B%E8%BF%90%E5%8A%A8', 'http://iolaw.cssn.cn/fxyjdt/201906/t20190614_4917878.shtml', 'https://www.163.com/dy/article/FC1L8HDP0543GZOJ.html', '\\nhttps://baike.baidu.com/item/%E5%BD%92%E8%BF%98%E5%86%B2%E7%BB%B3%E5%8D%8F%E5%AE%9A/22890479']"
f9897d51bd9c4ca093750e17b0f5876e,人文与社会科学,社会学,香港平安钟协会最早成立于哪一年？,2009,"['https://zh.wikipedia.org/wiki/%E5%B9%B3%E5%AE%89%E9%90%98', 'https://hongkongssa.com/', 'https://hongkongssa.com/', 'https://baike.baidu.com/item/%E9%A6%99%E6%B8%AF%E5%B9%B3%E5%AE%89%E9%92%9F%E5%8D%8F%E4%BC%9A%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8/23489426?fr\\u003dge_ala']"
f8bd1c797cb3477db9eeb124a7b8b8dd,人文与社会科学,社会学,联合国大会将哪一年定为国际环卫年以凸显全球基本卫生设施获取的危机?,2008,"['https://zh.wikipedia.org/wiki/%E5%9B%BD%E9%99%85%E7%8E%AF%E5%A2%83%E5%8D%AB%E7%94%9F%E5%B9%B4', 'https://sdgs.un.org/zh/topics/water-and-sanitation', 'https://sdgs.un.org/zh/topics/water-and-sanitation', 'https://baike.baidu.com/item/%E5%9B%BD%E9%99%85%E7%8E%AF%E5%A2%83%E5%8D%AB%E7%94%9F%E5%B9%B4/7234019?fr\\u003dge_ala']"
776689e444a74c5b92e289f437cad39b,人文与社会科学,社会学,世界自然保护联盟是在哪一年成立的？,1948,"['https://zh.wikipedia.org/wiki/%E8%A2%AB%E5%BF%BD%E8%A7%86%E5%92%8C%E6%9C%AA%E8%A2%AB%E5%85%85%E5%88%86%E5%88%A9%E7%94%A8%E4%BD%9C%E7%89%A9', 'https://baike.baidu.com/item/%E4%B8%96%E7%95%8C%E8%87%AA%E7%84%B6%E4%BF%9D%E6%8A%A4%E8%81%94%E7%9B%9F/9126475', 'https://baike.baidu.com/item/%E4%B8%96%E7%95%8C%E8%87%AA%E7%84%B6%E4%BF%9D%E6%8A%A4%E8%81%94%E7%9B%9F/9126475', 'https://baijiahao.baidu.com/s?id=1779058786652002161', 'https://baike.baidu.com/item/%E4%B8%96%E7%95%8C%E8%87%AA%E7%84%B6%E4%BF%9D%E6%8A%A4%E8%81%94%E7%9B%9F/9126475?fr\\u003dge_ala', 'https://zh.wikipedia.org/zh-cn/%E5%9C%8B%E9%9A%9B%E8%87%AA%E7%84%B6%E4%BF%9D%E8%AD%B7%E8%81%AF%E7%9B%9F']"
86d5c1e254424911bb6cdd410915508e,人文与社会科学,社会学,社会达尔文主义”的最早提倡者是谁?,赫伯特·斯宾塞（Herbert Spencer）,"['https://zh.wikipedia.org/wiki/%E5%BF%BD%E8%80%8C%E4%BB%8A%E5%A4%8F', 'https://baike.baidu.com/item/%E7%A4%BE%E4%BC%9A%E8%BE%BE%E5%B0%94%E6%96%87%E4%B8%BB%E4%B9%89/7387388', 'https://www.163.com/dy/article/H60NID0R05432091.html', 'https://baike.baidu.com/item/%E7%A4%BE%E4%BC%9A%E8%BE%BE%E5%B0%94%E6%96%87%E4%B8%BB%E4%B9%89/7387388', 'https://baike.baidu.com/item/%E7%A4%BE%E4%BC%9A%E8%BE%BE%E5%B0%94%E6%96%87%E4%B8%BB%E4%B9%89/7387388', 'https://www.163.com/dy/article/H60NID0R05432091.html', 'https://baike.baidu.com/item/%E7%A4%BE%E4%BC%9A%E8%BE%BE%E5%B0%94%E6%96%87%E4%B8%BB%E4%B9%89/7387388', 'https://zh.wikipedia.org/zh-cn/%E7%A4%BE%E4%BC%9A%E8%BE%BE%E5%B0%94%E6%96%87%E4%B8%BB%E4%B9%89', '\\nhttps://baike.baidu.com/item/%E7%A4%BE%E4%BC%9A%E8%BE%BE%E5%B0%94%E6%96%87%E4%B8%BB%E4%B9%89/7387388']"
10cc88f12ee8445295bd9193f4287c44,人文与社会科学,社会学,《BOBO族：新社会精英的崛起》的作者是谁？,大卫·布鲁克斯(David Brooks),"['https://zh.wikipedia.org/wiki/BOBO%E6%97%8F%EF%BC%9A%E6%96%B0%E7%A4%BE%E6%9C%83%E7%B2%BE%E8%8B%B1%E7%9A%84%E5%B4%9B%E8%B5%B7', 'https://www.jinglingshuju.com/article/28341822474', 'https://wikis.tw/BOBO%E6%97%8F%EF%BC%9A%E6%96%B0%E7%A4%BE%E6%9C%83%E7%B2%BE%E8%8B%B1%E7%9A%84%E5%B4%9B%E8%B5%B7', 'https://finance.sina.cn/sa/2003-04-16/detail-ikkntiak7591858.d.html?from=wap', 'http://www.cite.com.tw/publisher/authors/12807?srsltid=AfmBOopFW-1Pgu0cdE0rXPtaoQSp29qkbGRLL_m4QSG6l-8JAai2xFBE', 'http://tw.class.uschoolnet.com/class/?csid=css000000034522&id=model7&cl=1194177125-9262-586&mode=con&m7k=1194763018-6634-3258', 'https://bookzone.cwgv.com.tw/author/10494', 'https://www.cite.com.tw/publisher/authors/26508?srsltid=AfmBOorOf1CS-U47pAIEl9rymyhke0zaw4Y-vAFFz8LVYhaQKhRnd6TB', '\\nhttps://baike.baidu.com/item/%E5%B8%83%E6%B3%A2%E6%97%8F%EF%BC%9A%E4%B8%80%E4%B8%AA%E7%A4%BE%E4%BC%9A%E6%96%B0%E9%98%B6%E5%B1%82%E7%9A%84%E5%B4%9B%E8%B5%B7/12054317']"
a9235150cf824ac2b1f774269fe81a0b,人文与社会科学,社会学,区群谬误这个术语最初是在哪一年首次提出的？,1950,"['https://zh.wikipedia.org/wiki/%E5%8D%80%E7%BE%A4%E8%AC%AC%E8%AA%A4', 'https://zhidao.baidu.com/question/380395363567294724.html', 'https://zhuanlan.zhihu.com/p/358375065', 'https://zhidao.baidu.com/question/380395363567294724.html', 'https://zhuanlan.zhihu.com/p/358375065', 'https://baike.baidu.com/item/%E5%8C%BA%E7%BE%A4%E8%B0%AC%E8%AF%AF/4475878?fr\\u003dge_ala']"
abc2dbc09e5e4cfea2be5564e621f5a5,人文与社会科学,社会学,2012年布尔加斯汽车爆炸事件的地点是哪个机场？,布尔加斯机场,"['https://zh.wikipedia.org/wiki/2012%E5%B9%B4%E5%B8%83%E5%B0%94%E5%8A%A0%E6%96%AF%E6%B1%BD%E8%BD%A6%E7%88%86%E7%82%B8%E4%BA%8B%E4%BB%B6', 'https://wikis.tw/2012%E5%B9%B4%E5%B8%83%E5%B0%94%E5%8A%A0%E6%96%AF%E6%B1%BD%E8%BD%A6%E7%88%86%E7%82%B8%E4%BA%8B%E4%BB%B6', 'https://www.ufsoo.com/airport/boj/', 'http://euroasia.cssn.cn/xszl/xszl_zdo/zdo_bjly/201207/t20120719_1841913.shtml', 'https://news.sina.com.cn/o/2012-07-20/032024808708.shtml', 'https://go.huanqiu.com/article/9CaKrnJAhds']"
ed6fef239be04fd2aaaa8f783990da75,人文与社会科学,社会学,第一届世界社会论坛于在哪个国家举行？,巴西,"['https://zh.wikipedia.org/wiki/%E4%B8%96%E7%95%8C%E7%A4%BE%E6%9C%83%E8%AB%96%E5%A3%87', 'https://baike.baidu.com/item/%E4%B8%96%E7%95%8C%E7%A4%BE%E4%BC%9A%E8%AE%BA%E5%9D%9B/4749183', '\\nhttps://baike.baidu.com/item/%E4%B8%96%E7%95%8C%E7%A4%BE%E4%BC%9A%E8%AE%BA%E5%9D%9B/4749183']"
e5363787baff4430803f9721a9ef1636,人文与社会科学,管理学,国民政府在哪一年废除关平银并改用'海关金单位'作为海关征税的计算单位？,1930,"['https://zh.wikipedia.org/wiki/%E5%85%B3%E5%B9%B3%E4%B8%A4', 'https://baike.baidu.com/item/%E6%B5%B7%E5%85%B3%E9%87%91%E5%8D%95%E4%BD%8D/22625614', 'http://wiki.pinggu.org/doc-view-35567.html', 'https://zh.wikipedia.org/zh-hans/%E5%85%B3%E5%B9%B3%E4%B8%A4', 'https://baike.baidu.com/item/%E5%85%B3%E5%B9%B3%E4%B8%A4/10432256?fr\\u003dge_ala']"
6e351f6df7c24a5f9596b998aee1f2aa,人文与社会科学,管理学,Z-Score模型是谁提出的？,Edward Altman,['https://zh.wikipedia.org/wiki/Z-score%E6%A8%A1%E5%9E%8B']
42f9afaebc6c4a85badf8649a165af50,人文与社会科学,管理学,极优有限公司（GU）是于哪一年正式从GOV RETAILING公司名称更改为现名？,2011,['https://zh.wikipedia.org/wiki/GU']
614781c1348d4ed292909178a1350586,人文与社会科学,管理学,2003年欧盟根据哪个指令成立了废电子电气设备的回收系统？,WEEE指令,"['https://zh.wikipedia.org/wiki/%E5%BB%A2%E9%9B%BB%E8%85%A6%E5%9B%9E%E6%94%B6%E6%8A%80%E8%A1%93', 'https://wenku.baidu.com/view/56ef0bb54835eefdc8d376eeaeaad1f34693119f.html', 'https://jxt.zj.gov.cn/art/2003/1/27/art_1657975_35795740.html', 'https://www.sohu.com/a/483568344_121119270', 'https://wenku.baidu.com/view/56ef0bb54835eefdc8d376eeaeaad1f34693119f.html', 'https://jxt.zj.gov.cn/art/2003/1/27/art_1657975_35795740.html', 'https://www.sohu.com/a/483568344_121119270', 'https://baike.baidu.com/item/%E5%BA%9F%E7%94%B5%E5%AD%90%E7%94%B5%E6%9C%BA%E8%AE%BE%E5%A4%87%E6%8C%87%E4%BB%A4/14479923?fr\\u003dge_ala', '\\nhttps://zh.wikipedia.org/wiki/%E5%BB%A2%E9%9B%BB%E5%AD%90%E9%9B%BB%E6%A9%9F%E8%A8%AD%E5%82%99%E6%8C%87%E4%BB%A4']"
5d9df15e09c94781aa1267a5b0c0582f,人文与社会科学,管理学,E. Marinella公司是哪一年在那不勒斯成立的？,1914,"['https://zh.wikipedia.org/wiki/E%C2%B7%E9%A9%AC%E9%87%8C%E5%86%85%E6%8B%89', 'https://luxe.co/post/255998', 'https://www.cezhui.com/pinpai/e-marinella/dongtai.html', 'https://www.htt.hk/?p=156444', 'https://zh.wikipedia.org/zh-tw/E._Marinella']"
e196bac1396e4458a78c9813bce3f5a2,人文与社会科学,管理学,在管理会计的CVP分析中，哪一项指标是用于衡量总收入等于总成本的销货水准？,盈亏平衡点,"['https://zh.wikipedia.org/wiki/%E6%94%B6%E6%94%AF%E5%B9%B3%E8%A1%A1%E7%82%B9', 'https://www.zejicert.cn/article/10655', 'https://wiki.mbalib.com/wiki/%E6%9C%AC%E9%87%8F%E5%88%A9%E5%88%86%E6%9E%90', 'https://www.zejicert.cn/article/10655', 'https://wiki.mbalib.com/wiki/%E6%9C%AC%E9%87%8F%E5%88%A9%E5%88%86%E6%9E%90', 'https://baike.baidu.com/item/%E7%9B%88%E4%BA%8F%E5%B9%B3%E8%A1%A1%E7%82%B9/2757650?fromModule\\u003dlemma_inlink']"
b06295a84b5f4d56b6290e9dfeb5965b,人文与社会科学,管理学,BCG矩阵是由谁为波士顿咨询公司设计的？,Bruce Henderson,"['https://zh.wikipedia.org/wiki/BCG%E7%9F%A9%E9%99%A3', 'https://www.sohu.com/a/257577690_115028', 'https://blog.csdn.net/galoiszhou/article/details/135332690', 'https://www.woshipm.com/share/6063170.html', 'https://boardmix.cn/article/what-is-bgc-matrix/', 'https://www.sohu.com/a/257577690_115028', 'https://blog.csdn.net/galoiszhou/article/details/135332690', 'https://baike.baidu.com/item/%E6%B3%A2%E5%A3%AB%E9%A1%BF%E7%9F%A9%E9%98%B5?fromtitle\\u003dBCG%E7%9F%A9%E9%98%B5\\u0026fromid\\u003d10176353\\u0026fromModule\\u003dlemma_search-box', '\\nhttps://zh.wikipedia.org/wiki/BCG%E7%9F%A9%E9%99%A3']"
47cc35c3003e45d3819180f2e3b63b9e,人文与社会科学,管理学,2011年接手经营中科生物控股有限公司并作为其首席执行官的是谁？,吴哲彦,"['https://zh.wikipedia.org/wiki/%E4%B8%AD%E7%A7%91%E7%94%9F%E7%89%A9', '\\nhttps://baike.baidu.com/item/%E5%90%B4%E5%93%B2%E5%BD%A6?fromModule\\u003dlemma_search-box']"
c16a080a166b4758b10499418e80d413,人文与社会科学,管理学,Nix 包管理器是在哪一年首次发布的？,2003,"['https://zh.wikipedia.org/wiki/Nix_%E5%8C%85%E7%AE%A1%E7%90%86%E5%99%A8', 'https://lantian.pub/article/modify-website/nixos-why.lantian/']"
d5e4968214934b88954a951b6927a4d5,人文与社会科学,管理学,MIPTV媒体市场每年在法国哪个城市举办？,戛纳,"['https://zh.wikipedia.org/wiki/MIPTV%E5%AA%92%E4%BD%93%E5%B8%82%E5%9C%BA', 'https://www.swjrw.com/show/24462.html', 'https://www.megamai.com/news/322', 'https://www.time-ex.com/WebPC/GlobalexDetail.aspx?id=48', 'https://www.swjrw.com/show/24462.html', 'https://www.megamai.com/news/322', 'https://www.time-ex.com/WebPC/GlobalexDetail.aspx?id=48']"
83649ca51ca04612ab3d536472914116,人文与社会科学,管理学,在统计学中，自协方差经过方差归一化处理后称为什么？,自相关系数,"['https://zh.wikipedia.org/wiki/%E8%87%AA%E5%8D%8F%E6%96%B9%E5%B7%AE', 'https://baike.baidu.com/item/%E8%87%AA%E5%8D%8F%E6%96%B9%E5%B7%AE/1605404', 'http://www.shuxueji.com/w/20131', 'https://zhuanlan.zhihu.com/p/59089924', 'https://news.qq.com/rain/a/20240710A02EW200', 'https://baike.baidu.com/item/%E8%87%AA%E5%8D%8F%E6%96%B9%E5%B7%AE/1605404', 'http://www.shuxueji.com/w/20131', 'https://baike.baidu.com/item/%E8%87%AA%E5%8D%8F%E6%96%B9%E5%B7%AE/1605404?fr\\u003dge_ala', '\\nhttps://zh.wikipedia.org/wiki/%E8%87%AA%E5%8D%8F%E6%96%B9%E5%B7%AE']"
80e8f99f6a7941799338354cd6d356f0,人文与社会科学,管理学,英国在1971年实行币值十进位制后1英镑等于多少新便士？,100,"['https://zh.wikipedia.org/wiki/%E4%BE%BF%E5%A3%AB', 'https://forex.cngold.org/school/c5196403.html', 'https://wenku.baidu.com/view/e0bc7c5eb868a98271fe910ef12d2af90242a8c4.html', '\\nhttps://baike.baidu.com/item/%E4%BE%BF%E5%A3%AB?fromModule\\u003dlemma_search-box']"
ffc389983c2b43b6866984298089809e,人文与社会科学,管理学,MECE原则的提出者是谁？,芭芭拉·明托(Barbara Minto),"['https://zh.wikipedia.org/wiki/%E6%88%98%E7%95%A5%E8%AE%A1%E5%88%92', 'https://baike.baidu.com/item/MECE%E5%88%86%E6%9E%90%E6%B3%95/2026128', '\\nhttps://zh.wikipedia.org/wiki/MECE%E5%8E%9F%E5%88%99']"
72cda3cf454c485591c86fa71d1dcd11,人文与社会科学,经济学,联合国环境署执行主任在哪一年发布了全球绿色新政倡议？,2008,"['https://zh.wikipedia.org/wiki/%E7%B6%A0%E8%89%B2%E6%96%B0%E6%94%BF', 'https://baike.baidu.com/item/%E7%BB%BF%E8%89%B2%E6%96%B0%E6%94%BF/971528?fr\\u003dge_ala']"
9df8c18afe484e559855a7a040dd6eab,人文与社会科学,经济学,IS-LM模型是在哪一年首次提出的？,1936,"['https://zh.wikipedia.org/wiki/IS-LM%E6%A8%A1%E5%9E%8B', 'https://baike.baidu.com/item/IS%E2%80%93LM%E6%A8%A1%E5%9E%8B/55449528?fr\\u003dge_ala']"
9213d3098f0843a88d44de75e8fabf7e,人文与社会科学,管理学,Descente Ltd.是哪一年成立的？,1935年,"['https://zh.wikipedia.org/wiki/%E8%BF%AA%E6%A1%91%E7%89%B9', 'https://zhidao.baidu.com/question/588845929570986405.html', 'https://luxe.co/post/154294', 'https://www.baiqiang.cn/jianjie/disangte.html', 'https://baike.baidu.com/item/DESCENTE%E8%BF%AA%E6%A1%91%E7%89%B9/9007462', '\\nhttps://zh.wikipedia.org/wiki/%E8%BF%AA%E6%A1%91%E7%89%B9']"
2085a3b937374ed3b94efc7aa86cfe16,人文与社会科学,经济学,渣打银行于2009年限量发行的纪念钞票的面额是多少港币？,150,"['https://zh.wikipedia.org/wiki/%E7%B4%80%E5%BF%B5%E9%88%94', 'https://baike.baidu.com/item/%E6%B8%A3%E6%89%93%E9%93%B6%E8%A1%8C150%E5%91%A8%E5%B9%B4%E6%85%88%E5%96%84%E7%BA%AA%E5%BF%B5%E9%92%9E/15607143', 'https://zhidao.baidu.com/question/1958431973837427148.html', 'https://www.sohu.com/a/284125863_120046147', 'https://news.sohu.com/20090930/n267118559.shtml', 'https://jingyan.baidu.com/article/20b68a880eae33796cec62b4.html', 'https://zh.m.wikinews.org/zh-cn/%E4%B8%AD%E5%9C%8B%E9%A6%99%E6%B8%AF%E6%B8%A3%E6%89%93%E9%8A%80%E8%A1%8C150%E9%80%B1%E5%B9%B4%E7%B4%80%E5%BF%B5%E9%88%94%E7%A5%A8_%E4%BB%8A%E6%97%A5%E6%AD%A3%E5%BC%8F%E7%99%BC%E8%A1%8C', 'http://m.airmb.com/html39/2024/1016/120017.html', 'http://m.airmb.com/html39/2021/0607/108852.html', 'https://baike.baidu.com/item/%E6%B8%A3%E6%89%93%E9%93%B6%E8%A1%8C150%E5%91%A8%E5%B9%B4%E6%85%88%E5%96%84%E7%BA%AA%E5%BF%B5%E9%92%9E/15607143?fr\\u003dge_ala', 'https://zh.wikipedia.org/wiki/%E9%A6%99%E6%B8%AF%E4%B8%80%E7%99%BE%E4%BA%94%E5%8D%81%E5%85%83%E7%B4%99%E5%B9%A3']"
9817c4d437164a51ac944dbb28afce8e,人文与社会科学,经济学,维克多·维斯科沃（Victor Vescovo）是在2022年参加了哪一项太空任务？,蓝色起源NS-21任务,"['https://zh.wikipedia.org/wiki/%E7%B6%AD%E5%85%8B%E5%A4%9A%C2%B7%E7%B6%AD%E6%96%AF%E7%A7%91%E6%B2%83', 'https://m.xbiao.com/omega/68298.html', 'https://finance.sina.com.cn/tech/2022-05-15/doc-imcwipii9915169.shtml?finpagefr=p_114']"
cb9f71debaa34d858d3fe2c1282a06be,人文与社会科学,经济学,柠檬社会主义一词最早由哪位经济学家在2008年美国次贷危机时提出？,保罗·克鲁格曼（Paul Robin Krugman）,"['https://zh.wikipedia.org/wiki/%E6%AA%B8%E6%AA%AC%E7%A4%BE%E6%9C%83%E4%B8%BB%E7%BE%A9', 'https://wiki.mbalib.com/wiki/Lemon_Socialism', 'https://zhuanlan.zhihu.com/p/158352358', 'https://wiki.mbalib.com/wiki/Lemon_Socialism', 'https://zhuanlan.zhihu.com/p/158352358', 'https://baike.baidu.com/item/%E6%9F%A0%E6%AA%AC%E7%A4%BE%E4%BC%9A%E4%B8%BB%E4%B9%89/50914360?fr\\u003dge_ala']"
